"file","line","receiver","method","path_expression","explicit_middlewares"
"src/routes/sales/invoices/e-invoices.js","1867","router","post","""/settings/auto-consolidation""",""
"src/routes/sales/invoices/e-invoices.js","1905","router","get","""/auto-consolidation/status""",""
"src/routes/sales/invoices/e-invoices.js","1947","router","post","""/consolidated/:id/update-status""",""
"src/routes/sales/invoices/e-invoices.js","2070","router","post","""/consolidated/:id/cancel""",""
"src/routes/sales/invoices/e-invoices.js","2219","router","post","""/clear-status/:id""",""
"src/routes/sales/invoices/invoices.js","415","router","get","""/""",""
"src/routes/sales/invoices/invoices.js","748","router","get","""/ids""",""
"src/routes/sales/invoices/invoices.js","770","router","get","""/selection/ids""",""
"src/routes/sales/invoices/invoices.js","924","router","get","""/batch""",""
"src/routes/sales/invoices/invoices.js","1031","router","post","""/sales/summary""",""
"src/routes/sales/invoices/invoices.js","1573","router","get","""/salesman-products""",""
"src/routes/sales/invoices/invoices.js","1731","router","get","""/details/:id/items""",""
"src/routes/sales/invoices/invoices.js","1762","router","get","""/sales/products""",""
"src/routes/sales/invoices/invoices.js","1876","router","get","""/sales/customers""",""
"src/routes/sales/invoices/invoices.js","2121","router","get","""/sales/salesmen""",""
"src/routes/sales/invoices/invoices.js","2230","router","get","""/sales/products-by-salesman""",""
"src/routes/sales/invoices/invoices.js","2346","router","get","""/sales/trends""",""
"src/routes/sales/invoices/invoices.js","2672","router","get","""/:id""",""
"src/routes/sales/invoices/invoices.js","2884","router","post","""/submit""",""
"src/routes/sales/invoices/invoices.js","3070","router","post","""/submit-invoices""",""
"src/routes/sales/invoices/invoices.js","3755","router","post","""/:id/restore""",""
"src/routes/sales/invoices/invoices.js","3970","router","delete","""/:id""",""
"src/routes/sales/invoices/invoices.js","4249","router","put","""/:id/uuid""",""
"src/routes/sales/invoices/invoices.js","4329","router","put","""/:id/order-details""",""
"src/routes/sales/invoices/invoices.js","4679","router","put","""/:id/customer""",""
"src/routes/sales/invoices/invoices.js","5457","router","put","""/:id/salesman""",""
"src/routes/sales/invoices/invoices.js","5523","router","put","""/:id/paymenttype""",""
"src/routes/sales/invoices/invoices.js","5755","router","put","""/:id/datetime""",""
"src/routes/sales/invoices/invoices.js","5902","router","post","""/check-pending""",""
"src/routes/sales/invoices/invoices.js","5971","router","get","""/pending-status""",""
"src/routes/sales/invoices/invoices.js","6011","router","post","""/schedule-pending-checks""",""
"src/routes/sales/invoices/payments.js","55","router","get","""/""",""
"src/routes/sales/invoices/payments.js","122","router","get","""/all""",""
"src/routes/sales/invoices/payments.js","258","router","get","""/by-reference/:reference""",""
"src/routes/sales/invoices/payments.js","298","router","post","""/reconcile-imported""",""
"src/routes/sales/invoices/payments.js","340","router","post","""/""",""
"src/routes/sales/invoices/payments.js","510","router","get","""/overpayment-balance/:customerId""",""
"src/routes/sales/invoices/payments.js","531","router","post","""/apply-overpayment""",""
"src/routes/sales/invoices/payments.js","566","router","put","""/:payment_id/confirm""",""
"src/routes/sales/invoices/payments.js","753","router","put","""/:payment_id/cancel""",""
"src/routes/sales/invoices/payments.js","1049","router","delete","""/:payment_id""",""
"src/routes/sales/receipts.js","29","router","post","""/""",""
"src/routes/sales/receipts.js","130","router","get","""/""",""
"src/routes/sales/receipts.js","176","router","get","""/:id/group""",""
"src/routes/sales/receipts.js","202","router","get","""/by-reference/:ref(*)""",""
"src/routes/sales/receipts.js","251","router","get","""/:id""",""
"src/routes/sales/receipts.js","275","router","patch","""/:id/reference""",""
"src/routes/sales/receipts.js","310","router","patch","""/:id/date""",""
"src/routes/sales/receipts.js","344","router","patch","""/:id/group""",""
"src/routes/sales/receipts.js","374","router","put","""/:id/group/confirm""",""
"src/routes/sales/receipts.js","407","router","put","""/:id/confirm""",""
"src/routes/sales/receipts.js","432","router","put","""/:id/group/cancel""",""
"src/routes/sales/receipts.js","462","router","put","""/:id/cancel""",""
"src/routes/stock/estimated-report.js","68","router","get","""/""",""
"src/routes/stock/estimated-report.js","104","router","get","""/inputs""",""
"src/routes/stock/estimated-report.js","130","router","put","""/add-back""",""
"src/routes/stock/estimated-report.js","179","router","get","""/mappings""",""
"src/routes/stock/estimated-report.js","230","router","get","""/mappings/options""",""
"src/routes/stock/estimated-report.js","286","router","put","""/mappings/:lineId""",""
"src/routes/stock/production-entries.js","87","router","get","""/machine-broken""",""
"src/routes/stock/production-entries.js","120","router","put","""/machine-broken""",""
"src/routes/stock/production-entries.js","158","router","get","""/worker-order""",""
"src/routes/stock/production-entries.js","192","router","put","""/worker-order""",""
"src/routes/stock/production-entries.js","255","router","get","""/page-context""",""
"src/routes/stock/production-entries.js","378","router","get","""/""",""
"src/routes/stock/production-entries.js","449","router","get","""/workers""",""
"src/routes/stock/production-entries.js","492","router","get","""/daily-summary""",""
"src/routes/stock/production-entries.js","538","router","get","""/date-range-summary""",""
"src/routes/stock/production-entries.js","584","router","post","""/""",""
"src/routes/stock/production-entries.js","646","router","post","""/batch""",""
"src/routes/stock/production-entries.js","792","router","put","""/:id""",""
"src/routes/stock/production-entries.js","866","router","delete","""/:id""",""
"src/routes/stock/stock.js","112","router","get","""/movements""",""
"src/routes/stock/stock.js","471","router","get","""/closing-batch""",""
"src/routes/stock/stock.js","621","router","get","""/opening-balance/:product_id""",""
"src/routes/stock/stock.js","673","router","get","""/opening-balances""",""
"src/routes/stock/stock.js","701","router","post","""/opening-balance""",""
"src/routes/stock/stock.js","771","router","put","""/opening-balance/:id""",""
"src/routes/stock/stock.js","811","router","delete","""/opening-balance/:id""",""
"src/routes/stock/stock.js","841","router","get","""/adjustments""",""
"src/routes/stock/stock.js","887","router","post","""/adjustment""",""
"src/routes/stock/stock.js","941","router","delete","""/adjustment/:id""",""
"src/routes/stock/stock.js","975","router","get","""/adjustments/references""",""
"src/routes/stock/stock.js","1027","router","get","""/adjustments/by-reference""",""
"src/routes/stock/stock.js","1109","router","post","""/adjustments/batch""",""
"src/routes/stock/stock.js","1224","router","put","""/adjustments/by-reference/product""",""
"src/routes/stock/stock.js","1333","router","delete","""/adjustments/by-reference""",""
"src/routes/user/account-code-favourites.js","9","router","get","""/""",""
"src/routes/user/account-code-favourites.js","33","router","put","""/:accountCode""",""
"src/routes/user/account-code-favourites.js","66","router","delete","""/:accountCode""",""
"src/routes/user/bookmarks.js","8","router","get","'/:staffId'",""
"src/routes/user/bookmarks.js","30","router","post","'/'",""
"src/routes/user/bookmarks.js","54","router","delete","'/:staffId/:name'",""
"src/routes/utils/entity-router-factory.js","9","router","post","'/'",""
"src/routes/utils/entity-router-factory.js","36","router","get","'/'",""
"src/routes/utils/entity-router-factory.js","48","router","delete","'/'",""
"src/routes/utils/entity-router-factory.js","80","router","post","'/batch'",""
